;listing_id;name;type;city;neighborhood;latitude;longitude;person_capacity;beds;bedrooms;bathrooms;is_rebookable;is_new_listing;is_fully_refundable;is_host_highly_rated;is_business_travel_ready;pricing_weekly_factor;pricing_monthly_factor
73;824785;Lovely Flat Near Montmartre - 40mn from Airport;entire_home;Paris;Gare du Nord - Gare de I'Est;48.8801424396;2.3488920549;6;5;3;1;False;False;True;True;False;0.98;0.61
74;830268;Luxury Architect Duplex Tour Eiffel;entire_home;Paris;Tour Eiffel - Champ de Mars;48.8518098257;2.2942086917;6;3;2;2.5;False;False;True;True;False;1;1
75;846592;L'Oasis de Sévigné - Saint Paul;entire_home;Paris;;48.8566650924;2.3633572214;2;1;1;1;False;False;True;True;False;0.82;0.52
76;862407;Flat front of Eiffel Tower;entire_home;Paris;Tour Eiffel - Champ de Mars;48.8594684158;2.2962716269;2;1;1;1;False;False;True;True;False;1;1
77;862705;Le Marais flat near Pl. des Vosges;entire_home;Paris;Le Marais;48.8575367413;2.3647365504;3;2;2;1;False;False;True;True;False;1;0.7
78;863566;Champs Elysées! Mini appart ! 8 m²;entire_home;Paris;Champs-Elysées;48.8751606965;2.2877452987;2;1;0;0.5;False;False;True;False;False;1;1
79;865472;Apartment Paris Nation;entire_home;Paris;11e arrondissement;48.851738;2.391103;5;4;3;2;False;False;True;False;False;0.98;0.8
80;869842;Loft au pied de la Tour Eiffel;entire_home;Paris;;48.8589676383;2.2881815693;4;1;1;1;False;False;True;True;False;0.9;0.85
81;892158;Bel appt au coeur de Paris Marais;entire_home;Paris;Le Marais;48.8598844627;2.353976163;6;3;2;1;False;False;True;False;False;1;0.82
82;907739;Canal Saint Martin - 64m2 - Balcon;entire_home;Paris;République;48.8716682929;2.3629459014;4;1;1;1;False;False;True;True;False;1;0.85
83;916839;studio center of Paris - 2 people;entire_home;Paris;Palais Royal;48.8669004439;2.3361055788;2;1;1;1;False;False;True;False;False;0.92;0.9
84;932668;Ile-Saint-Louis...The best of Paris;entire_home;Paris;Saint-Paul - Ile Saint-Louis;48.8519493659;2.3576971999;2;1;1;1.5;False;False;True;True;False;1;1
85;985898;Sunny Bright Big and Safe near Bastille/Marias!;private_room;Paris;Saint-Paul - Ile Saint-Louis;48.8525536114;2.364782018;2;2;1;1.5;False;False;True;False;False;1;1
86;993592;Eiffel Quai de Seine;entire_home;Paris;Commerce - Dupleix;48.8463052773;2.2795234299;6;4;2;2;False;True;True;True;False;1;1
87;994435;MARAIS 15th-Century 4-bed, 4.5 bath;entire_home;Paris;Le Marais;48.8588839168;2.3544419592;8;4;4;4.5;False;False;True;True;False;0.9;0.7
88;28751412;Malesherbes Monceau Monsen;entire_home;Paris;Monceau;48.8809227893;2.3145684852;2;1;0;1;False;True;True;False;False;1;1
89;1008724;Joli appartement  Paris-Bastille-Aligre;entire_home;Paris;Bastille;48.852936603;2.379713937;4;2;2;1;False;False;True;True;False;1;0.75
90;1031007;Sorbonne Notre Dame idéal avec enfants;entire_home;Paris;;48.848486854;2.3500554149;5;5;2;1.5;False;False;True;False;False;1;1
91;1038815;VUE PANORAMIQUE SUR  PARIS;entire_home;Paris;Bastille;48.8606572168;2.3730796082;4;2;2;2;False;False;True;True;False;1;0.75
92;1048793;Appartement 2 pièces Paris 20ième;entire_home;Paris;Buttes-Chaumont - Belleville;48.8734626432;2.3967284041;2;1;1;1;False;False;True;True;False;0.971014;0.82764
93;1055073;Charmant et confortable 2-pièces;entire_home;Paris;Buttes-Chaumont - Belleville;48.8797817563;2.3904455414;4;1;1;1;False;False;True;False;False;0.97;0.81
94;1070274;Studio with Panoramic view of Paris;entire_home;Paris;Buttes-Chaumont - Belleville;48.8736075951;2.3959702191;3;1;1;1;False;False;True;True;False;0.9;0.85
95;1083545;Charmant -Marais - Hotel de Ville ;entire_home;Paris;;48.86145056;2.3537641107;5;3;2;1;False;False;True;True;False;1;0.82
96;1085564;ARC DE TRIOMPHE-PTE MAILLOT 110m2;entire_home;Paris;Ternes;48.8804741046;2.2930928628;4;3;2;1.5;False;False;True;True;False;0.95;1
97;1102053;Au calme en plein coeur de Paris !;entire_home;Paris;;48.8787814758;2.3460696783;5;3;3;2;False;False;True;False;False;0.95;0.75
98;1110935;REX HOUSE - Central, lumineux, cosy;entire_home;Paris;Opéra - Grands Boulevards;48.8720337807;2.3491257059;6;3;2;1;False;False;True;False;False;1;1
99;1117899;★ App'Art de Charme ★;entire_home;Paris;Saint-Lazare;48.8781740743;2.3280924981;3;1;1;1;False;False;True;True;False;1;1
100;1126419;11è, Duplex 90m2, 5 chambres. 8 pers. 9 maximum;entire_home;Paris;République;48.8664406859;2.3654213038;9;6;5;2;False;False;True;False;False;0.8;0.6
101;1126705;Grand appartement Parc de Passy;entire_home;Paris;Passy;48.8543075003;2.2828144168;5;5;3;2;False;False;True;False;False;1;1
102;1128202;MAGNIFIQUE APPARTEMENT PARIS CENTRE;entire_home;Paris;Invalides - Ecole Militaire;48.8494057831;2.3108491943;5;4;3;2;False;False;True;True;False;0.71;0.58
103;1176558;Beau  appartement Parisien de 90m2;entire_home;Paris;3e arrondissement;48.8638549148;2.3646556351;2;2;2;1;False;False;True;False;False;1;0.69
104;1185329;Charmant 2 pièces Marché St Honoré;entire_home;Paris;;48.8650433406;2.3324857555;3;1;1;1;False;False;True;False;False;0.87;0.72
105;1204369;Nice studio: heart of trendy Paris;entire_home;Paris;2e arrondissement;48.8672890052;2.3484621539;2;1;1;1;False;False;True;True;False;1;0.8
106;1205915;COZY 108 m² QUARTIER MARAIS PARIS;entire_home;Paris;Le Marais;48.8607546823;2.3642356556;6;3;3;1.5;False;False;True;True;False;0.97;0.85
107;1222997;Appartement famillial centre Paris;entire_home;Paris;Gare du Nord - Gare de I'Est;48.8771533953;2.3456002007;8;6;4;2;False;False;True;True;False;0.9;1
108;22885596;Clear, spacious room with large private bathroom;private_room;Paris;Châtelet - Les Halles - Beaubourg;48.8666277074;2.3450028205;2;1;1;2;False;False;True;True;False;1;1
109;1226049;Charming flat,Champs-Elysées,8th;entire_home;Paris;Champs-Elysées;48.8666282357;2.3034262126;4;2;1;1;False;False;True;False;False;0.84;1
110;1234750;Duplex loft with amazing terrace!;entire_home;Paris;11e arrondissement;48.8604739031;2.3766688281;3;2;2;1;False;False;True;True;False;0.9;0.6
111;1235441;Suffren, appartement standing 15è;entire_home;Paris;Tour Eiffel - Champ de Mars;48.8502304308;2.2991586757;4;1;1;1;False;False;True;True;False;0.66;0.4
112;1241014;Confortable atelier-loft familial;entire_home;Paris;Père Lachaise - Ménilmontant;48.8648816622;2.3888830313;6;4;3;2;False;False;True;False;False;1;1
113;1243020;Charming studio arts et métier;entire_home;Paris;Le Marais;48.863652233;2.3591928842;1;1;1;1;False;False;True;True;False;1;1
114;1265134;Boulevard St Germain -Musée d'Orsay;entire_home;Paris;Louvre - Tuileries;48.8587024211;2.3277856647;3;2;1;1;False;False;True;True;False;0.87;0.67
115;1274994;APPARTEMENT PRÈS DU CANAL ST MARTIN;entire_home;Paris;10e arrondissement;48.8719875318;2.369589368;6;3;3;1;False;False;True;False;False;0.82;0.52
116;1277299;PENTHOUSE 5/6 PEOPLE  EIFFEL TOWER;entire_home;Paris;Tour Eiffel - Champ de Mars;48.860523;2.298684;6;3;3;1;False;False;True;False;False;0.95;1
117;1285661;Triplex calme et lumineux Paris 10e;entire_home;Paris;Gare du Nord - Gare de I'Est;48.8750930311;2.3495555967;6;4;4;2;False;False;True;True;False;0.9;0.8
118;1290999;Grand duplex, comme une maison.;entire_home;Paris;Bastille;48.860058;2.375424;7;4;3;2;False;False;True;True;False;1;1
119;1309152;Studio Proche Pigalle / Montmartre;entire_home;Paris;Pigalle - Saint-Georges;48.8794889096;2.3401911363;2;1;1;1;False;False;True;True;False;0.88;0.8
120;1311786;Calm & cozy apartment - Canal St Martin;entire_home;Paris;République;48.8698017667;2.3653839071;2;2;1;1;False;False;True;True;False;0.88;0.73
121;1327106;Freshly renovated & fully equipped;entire_home;Paris;;48.8810880586;2.2945745726;2;2;1;1;False;False;True;False;False;0.85;0.47
122;1351671;Grand loft en plein coeur du Marais.;entire_home;Paris;3e arrondissement;48.8637927298;2.3641442658;6;3;3;2;False;False;True;True;False;1;1
123;1363473;SUNNY ROOM IN EXCEPTIONAL PENTHOUSE;private_room;Paris;République;48.8671806925;2.3747355835;2;1;1;1;False;False;True;True;False;0.78;0.54
124;1367612;Charmant Studio aux Buttes Chaumont;entire_home;Paris;Buttes-Chaumont - Belleville;48.8804152312;2.3754625715;2;1;0;1;False;False;True;False;False;0.9;0.73
125;1373705;Saint Germain beautiful bright flat;entire_home;Paris;Saint Germain des Prés - Odéon;48.8545044752;2.3398571655;4;3;1;1;False;False;True;True;False;1;0.4
126;1390849;COSY AND CALM APT / EIFFEL TOWER;entire_home;Paris;Commerce - Dupleix;48.854247311;2.2887926936;2;2;1;1.5;False;False;True;True;False;1;0.9
127;1398893;Charming old parisian atelier;entire_home;Paris;Buttes-Chaumont - Belleville;48.8733079913;2.3803887902;2;1;1;1;False;False;True;False;False;1;1
128;1399821;APPARTEMENT SAINT GERMAIN DES PRES;entire_home;Paris;Invalides - Ecole Militaire;48.8595287136;2.3177012764;4;2;1;1;False;False;True;False;False;1;1
129;1409596;Appartement Zen Oberkampf;entire_home;Paris;République;48.8684310699;2.3779920923;2;1;1;1;False;False;True;False;False;0.9;0.75
130;1409619;Grand APT de CHARME / Oberkampf;entire_home;Paris;République;48.8622249054;2.3730224335;5;3;3;1;False;False;True;True;False;0.95;0.85
131;1410564;Beautiful Studio with Garden Views, full of light;entire_home;Paris;Invalides - Ecole Militaire;48.8567310702;2.3213853992;1;1;1;1;False;False;True;True;False;0.92;0.75
132;1413841;Séjournez près de la Tour Eiffel;entire_home;Paris;Tour Eiffel - Champ de Mars;48.8510970369;2.3001990461;8;4;3;2;False;False;True;True;False;0.9;0.8
133;28422035;Collection room near Eiffel Tower;private_room;Paris;Auteuil;48.8501147353;2.2754923278;2;1;1;1;False;True;True;True;False;1;1
134;1430881;Fleur de Rosiers, 1Ch/1Sdb, 3 pers.;entire_home;Paris;Le Marais;48.8575328403;2.3586555547;3;1;1;1;False;False;True;True;False;0.86;0.52
135;1609286;HAUSSMANN OPERA MADELEINE A;entire_home;Paris;Saint-Lazare;48.8751123892;2.3226536203;4;2;1;1;False;True;True;True;False;0.82;0.58
136;1543524;G05493 Familly apart 2BR Notre Dame;entire_home;Paris;Panthéon;48.8466732774;2.3541125616;4;3;2;1;False;False;True;True;False;1;1
137;1638909;Surf a coach in beautiful district;shared_room;Paris;Canal Saint-Martin;48.8785943431;2.3649746088;1;1;1;1;False;False;True;False;False;0.84;1
138;1644892;Parisian chic appartment Paris IX;entire_home;Paris;Gare du Nord - Gare de I'Est;48.8802859276;2.3488914116;3;2;1;1;False;False;True;True;False;0.9;0.9
139;1649031;Petit Veneur, 1BR/1BA for 4 people;entire_home;Paris;Le Marais;48.859955884;2.3666787532;4;1;1;1.5;False;False;True;True;False;0.85;0.49
140;1670308;Tour Eiffel | Village Saint Charles;entire_home;Paris;Commerce - Dupleix;48.8454194361;2.281729054;6;4;2;1;False;False;True;False;False;0.9;0.65
141;1711246;Beaubourg-Marais nice 2 room apt with AC;entire_home;Paris;Le Marais;48.8579221807;2.3519052091;4;2;1;1;False;False;True;True;False;0.9;0.7
142;1726821;Cosy 3 rooms in Montparnasse;entire_home;Paris;Montparnasse;48.8457115346;2.3214637442;4;2;2;1;False;False;True;True;False;0.88;0.75
143;1730252;G11180 lovely duplex near Bastille;entire_home;Paris;Bastille;48.8511395083;2.373499125;4;2;2;1;False;False;True;True;False;1;1
144;1732026;Bel appartement avec terasse au coeur du Marais;entire_home;Paris;;48.8614405456;2.3557222703;4;2;1;1;False;False;True;True;False;0.96;0.92
145;1765734;  Sous les toits de l'île Saint-Louis;entire_home;Paris;;48.8513715066;2.3560341221;5;3;2;1.5;False;False;True;False;False;1;0.62
146;1758586;Superbe studio au cœur du Marais;entire_home;Paris;Le Marais;48.8574740157;2.3545622588;2;1;0;1;False;False;True;False;False;0.79;0.57
147;1803915;DUPLEX AVEC TERRASSE BIEN SITUE ;entire_home;Paris;Bastille;48.8602436362;2.3736237003;2;1;1;2;False;False;True;True;False;1;1
148;1957441;SUPERBE APPARTEMENT DE 110m2 SPACIEUX ET LUMINEUX;entire_home;Neuilly-sur-Seine;17e arrondissement;48.8815542698;2.2786927975;6;4;3;2;False;False;True;False;False;1;0.9
149;1967791;Beautiful 60 m2 apartment,courtyard;entire_home;Paris;Buttes-Chaumont - Belleville;48.8769616635;2.3916098482;4;4;2;1;False;False;True;False;False;0.85;0.66
150;28422062;Design Silver room with Private Rooftop & Jacuzzi;private_room;Paris;Auteuil;48.8495896627;2.2734438029;2;1;1;1;False;True;True;True;False;1;1
151;2013516;Petit studio confortable , calme,a;entire_home;Paris;Pigalle - Saint-Georges;48.8776258984;2.3347280487;2;1;1;1;False;False;True;False;False;0.84;1
152;2040791;Beautiful rooftop flat Louvre, the heart of Paris;entire_home;Paris;Châtelet - Les Halles - Beaubourg;48.8625328589;2.3485071524;4;2;1;1;False;False;True;True;False;0.92;1
153;2063886;Luxury 2 bedroom apartment ;entire_home;Paris;Tour Eiffel - Champ de Mars;48.8513204731;2.2942148501;4;2;2;2;False;False;True;True;False;0.8;1
154;2158345;Beau 3 pièces 65m2 Bastille/Nation;entire_home;Paris;11e arrondissement;48.8512769797;2.3872881404;5;2;2;1.5;False;False;True;True;False;0.85;0.7
155;2158913;Studio Arc de triomphe;entire_home;Paris;Ternes;48.8791547543;2.291277123;2;1;0;1;False;False;True;False;False;0.98;1
156;2162251;THE PLACE TO BE    Elysees Matignon;entire_home;Paris;Madeleine - Vendôme;48.872556557;2.3154077659;4;2;1;1;False;False;True;True;False;0.95;0.8
157;2163046;2 bed Rms R Bretagne Paris 3 Marais;entire_home;Paris;Le Marais;48.8624381977;2.3621256468;4;2;2;1;False;False;True;False;False;1;0.7
158;2167122;St-Germain-des-Près/Odeon + terrace;entire_home;Paris;Saint Germain des Prés - Odéon;48.8541134008;2.3388832564;2;1;0;1;False;False;True;True;False;0.85;0.7
159;28774896;5 min to invalides and 10 min to eiffel tower;entire_home;Paris;Invalides - Ecole Militaire;48.8529147809;2.314519009;2;1;1;1;False;True;True;False;False;1;1
160;2293583;LOVELY NEST MARAIS AREA;entire_home;Paris;Le Marais;48.8600252096;2.3657287544;2;1;0;1;False;False;True;True;False;1;1
161;2259473;Adorable chambre près du Louvre;entire_home;Paris;Châtelet - Les Halles - Beaubourg;48.860893;2.342219;3;2;1;1;False;False;True;True;False;0.8;0.5
162;2404406;UN BIJOU FACE A NOTRE DAME;entire_home;Paris;Saint-Michel;48.851974;2.346607;2;1;0;1;False;False;True;True;False;0.95;0.9
163;2351015;studette;entire_home;Paris;Invalides - Ecole Militaire;48.8475308859;2.3072949026;1;1;0;0.5;False;False;True;False;False;0.86;0.7
164;2359875;2 pièces 30 m2 Canal St Martin;entire_home;Paris;10e arrondissement;48.8769102448;2.3709139875;2;1;1;1;False;False;True;False;False;0.85;0.65
165;2364662;Le nid d'un Décorateur;entire_home;Paris;Montmartre;48.8825458062;2.3370343187;4;2;1;1;False;False;True;True;False;1;1
166;2389340;Rouge Baiser, 1Ch/1Sdb, 4 personnes;entire_home;Paris;Châtelet - Les Halles - Beaubourg;48.8648307412;2.3473417828;4;1;1;1.5;False;False;True;True;False;0.83;0.51
167;3088369;Shared room in Saint-Germain-des-Prés;shared_room;Paris;;48.852844;2.334886;1;1;1;1;False;False;True;True;False;1;1
